order_id,customer_id,order_date,status,region_code
97,415,2025-08-20 10:55:55,RETURNED,CENTRAL
98,484,2025-05-22 21:43:52,DELIVERED,SOUTH
99,298,2024-04-13 23:43:39,DELIVERED,WEST
100,11,2025-05-29 17:13:20,RETURNED,CENTRAL
101,527,2024-04-19 00:41:57,SHIPPED,CENTRAL
102,150,2025-07-25 14:32:22,RETURNED,NORTH
103,500,29-06-2024,DELIVERED,NORTH
104,531,2025-12-06 01:14:26,DELIVERED,WEST
105,41,2025-05-18 17:22:39,DELIVERED,CENTRAL
106,281,2025-10-10 11:08:49,DELIVERED,CENTRAL
107,388,2024-10-10 17:37:31,CANCELLED,NORTH
108,386,2025-12-05 16:13:28,DELIVERED,EAST
109,494,2025-11-20 02:05:01,DELIVERED,SOUTH
110,236,2024-02-29 21:01:43,SHIPPED,SOUTH
111,371,2025-04-12 14:28:16,PLACED,SOUTH
112,339,2025-07-13 10:32:19,DELIVERED,WEST
113,166,2025-05-17 17:47:11,PLACED,NORTH
114,165,2024-04-14 15:26:17,PLACED,CENTRAL
115,171,2024-07-19 14:18:31,DELIVERED,WEST
116,20,2025-11-13 08:35:39,DELIVERED,EAST
117,222,2024-12-14 21:45:27,DELIVERED,WEST
118,421,2025-04-11 16:26:43,DELIVERED,SOUTH
119,524,2024-07-24 11:01:23,DELIVERED,WEST
120,71,2024-06-27 12:02:22,PLACED,NORTH
121,517,2025-06-15 13:32:27,PLACED,NORTH
122,40,2025-11-12 18:29:42,DELIVERED,NORTH
123,134,2025-12-01 14:12:52,CANCELLED,WEST
124,380,10-11-2025,DELIVERED,SOUTH
125,494,2025-09-05 06:22:58,DELIVERED,CENTRAL
126,138,2024-07-16 16:33:35,SHIPPED,NORTH
127,419,2024-07-19 05:49:59,DELIVERED,NORTH
128,121,07-02-2025,DELIVERED,EAST
129,110,2024-04-30 05:16:54,DELIVERED,EAST
130,434,2025-03-14 14:12:58,SHIPPED,WEST
131,424,2025-03-04 19:58:55,DELIVERED,EAST
132,496,2024-07-16 02:45:29,DELIVERED,WEST
133,122,2025-08-03 20:16:01,DELIVERED,SOUTH
134,521,2024-11-07 02:59:47,CANCELLED,CENTRAL
135,54,2024-05-04 20:22:25,DELIVERED,NORTH
136,483,2025-12-20 03:18:52,PLACED,EAST
137,82,18-04-2025,DELIVERED,WEST
138,534,2024-08-10 12:10:24,DELIVERED,SOUTH
139,450,2024-01-09 07:39:22,DELIVERED,CENTRAL
140,35,2025-08-31 22:03:47,DELIVERED,SOUTH
141,37,2024-10-06 10:02:22,PLACED,SOUTH
142,283,2025-08-28 14:09:21,DELIVERED,WEST
143,531,2024-01-12 22:27:09,PLACED,NORTH
144,357,2024-09-26 21:24:18,SHIPPED,CENTRAL
145,466,2025-12-23 03:07:19,PLACED,SOUTH
146,110,09-03-2025,SHIPPED,NORTH
147,264,2025-11-11 11:55:51,DELIVERED,EAST
148,387,2025-03-13 10:13:25,SHIPPED,EAST
149,470,2025-06-13 09:50:44,DELIVERED,NORTH
150,265,2024-02-22 11:18:09,DELIVERED,SOUTH
151,236,2025-09-13 12:05:22,RETURNED,CENTRAL
152,270,2024-07-11 19:51:26,DELIVERED,EAST
153,183,2025-01-05 03:38:15,SHIPPED,CENTRAL
154,195,2025-01-22 14:01:18,SHIPPED,SOUTH
155,212,2024-06-27 00:44:17,SHIPPED,CENTRAL
156,110,2024-04-03 02:41:49,DELIVERED,WEST
157,44,2025-10-20 16:03:47,DELIVERED,WEST
158,282,2025-01-16 05:16:29,DELIVERED,CENTRAL
159,228,2025-08-05 16:10:15,PLACED,WEST
160,34,2025-01-25 06:49:00,CANCELLED,SOUTH
161,124,2025-06-26 08:13:19,DELIVERED,NORTH
162,,2024-06-12 16:42:33,PLACED,EAST
163,266,2024-05-25 08:46:27,SHIPPED,WEST
164,352,2024-10-11 05:19:14,DELIVERED,WEST
165,382,2024-10-10 13:32:48,SHIPPED,SOUTH
166,235,24-09-2025,SHIPPED,SOUTH
167,391,2024-06-01 06:52:59,RETURNED,SOUTH
168,10,2024-05-17 04:11:53,PLACED,CENTRAL
169,324,2025-09-01 23:40:01,SHIPPED,CENTRAL
170,,2024-03-17 21:01:26,PLACED,EAST
171,99,2024-12-15 09:54:05,SHIPPED,EAST
172,264,24-09-2024,PLACED,CENTRAL
173,179,2025-08-29 02:00:57,DELIVERED,CENTRAL
174,458,21-11-2025,DELIVERED,WEST
175,149,2025-11-05 09:29:44,CANCELLED,EAST
176,415,2025-10-21 08:39:26,PLACED,EAST
177,325,2025-05-22 05:02:47,SHIPPED,WEST
178,456,2025-08-29 14:24:40,DELIVERED,CENTRAL
179,462,2024-11-17 13:18:55,CANCELLED,SOUTH
180,258,2025-07-31 18:50:29,PLACED,SOUTH
181,98,2024-02-19 13:10:35,DELIVERED,NORTH
182,,2024-11-04 08:50:59,RETURNED,NORTH
183,160,2024-03-06 11:40:33,CANCELLED,EAST
184,291,2024-12-10 05:06:32,PLACED,SOUTH
185,,2025-05-30 09:27:08,RETURNED,WEST
186,279,2025-03-02 01:37:30,RETURNED,CENTRAL
187,468,2025-05-05 03:34:42,CANCELLED,WEST
188,547,2024-08-28 12:30:19,DELIVERED,SOUTH
189,453,2024-08-27 03:04:44,SHIPPED,EAST
190,,2025-02-10 11:19:18,CANCELLED,EAST
191,548,2024-01-07 11:02:31,DELIVERED,WEST
192,441,2025-09-11 19:08:29,SHIPPED,NORTH
193,194,2024-11-15 19:18:46,DELIVERED,SOUTH
194,400,2025-10-05 10:59:45,SHIPPED,WEST
195,530,2025-08-16 20:01:36,DELIVERED,EAST
196,545,2025-09-20 05:17:09,SHIPPED,NORTH
197,297,2024-03-26 17:11:29,DELIVERED,EAST
198,504,2024-05-25 20:38:56,SHIPPED,CENTRAL
199,,2024-03-20 10:30:57,PLACED,WEST
200,239,2024-03-11 01:23:37,DELIVERED,EAST
201,511,2024-10-15 11:20:36,DELIVERED,EAST
202,150,2024-02-13 12:37:49,DELIVERED,CENTRAL
203,197,2025-11-26 17:02:20,CANCELLED,NORTH
204,255,2024-10-25 21:09:09,DELIVERED,NORTH
205,97,2025-02-08 18:44:14,SHIPPED,WEST
206,320,2025-12-28 04:19:01,DELIVERED,NORTH
207,534,2024-04-04 20:52:58,DELIVERED,SOUTH
208,54,2025-11-01 19:44:44,RETURNED,SOUTH
209,333,2024-01-12 16:52:56,SHIPPED,NORTH
210,249,2024-01-07 22:27:52,DELIVERED,WEST
211,159,2024-10-15 11:22:22,SHIPPED,WEST
212,347,2025-12-24 00:16:44,DELIVERED,NORTH
213,158,2025-06-28 17:42:14,PLACED,WEST
214,356,2025-09-17 16:04:52,DELIVERED,NORTH
215,367,2025-07-16 15:46:44,CANCELLED,WEST
216,302,2025-02-25 13:17:47,SHIPPED,SOUTH
217,332,2025-07-22 20:58:13,CANCELLED,CENTRAL
218,165,2024-02-23 11:57:09,DELIVERED,EAST
219,465,2024-01-01 13:25:06,DELIVERED,SOUTH
220,373,2025-08-25 17:59:50,DELIVERED,NORTH
221,397,2024-05-27 11:25:23,DELIVERED,CENTRAL
222,290,2024-09-07 13:42:02,DELIVERED,NORTH
223,69,2024-02-04 00:04:02,PLACED,NORTH
224,498,28-05-2024,DELIVERED,WEST
225,539,2025-04-29 15:39:10,SHIPPED,EAST
226,73,2024-01-11 03:56:33,SHIPPED,WEST
227,82,2024-12-29 13:15:17,PLACED,CENTRAL
228,426,2025-09-30 11:41:05,DELIVERED,CENTRAL
229,42,24-07-2025,DELIVERED,SOUTH
230,100,2024-03-19 14:58:22,DELIVERED,SOUTH
231,255,2025-03-18 18:05:09,SHIPPED,CENTRAL
232,109,2025-08-18 04:33:29,DELIVERED,WEST
233,438,2025-11-16 17:01:57,DELIVERED,CENTRAL
234,346,2025-05-25 17:16:57,RETURNED,WEST
235,323,2025-03-03 06:15:33,DELIVERED,EAST
236,441,2025-10-03 16:38:41,DELIVERED,CENTRAL
237,385,2025-08-17 17:50:08,DELIVERED,EAST
238,459,04-11-2024,PLACED,EAST
239,531,2024-04-14 22:10:48,DELIVERED,EAST
240,220,2025-10-26 15:47:05,DELIVERED,EAST
241,524,2025-03-08 02:36:50,DELIVERED,NORTH
242,,2024-10-03 05:54:13,SHIPPED,CENTRAL
243,263,2025-09-21 23:31:10,DELIVERED,CENTRAL
244,80,2025-07-16 00:31:07,DELIVERED,WEST
245,98,2025-04-07 07:54:49,PLACED,CENTRAL
246,58,2025-12-17 00:55:48,DELIVERED,WEST
247,124,2025-11-06 13:59:44,DELIVERED,CENTRAL
248,392,2024-02-12 01:01:05,PLACED,CENTRAL
249,335,2025-01-25 05:26:41,SHIPPED,WEST
250,517,2024-03-10 23:16:04,SHIPPED,WEST
251,345,2024-03-05 02:45:08,DELIVERED,CENTRAL
252,88,2024-11-05 13:04:56,DELIVERED,SOUTH
253,493,2025-03-10 10:02:11,DELIVERED,CENTRAL
254,537,2024-07-10 06:21:18,SHIPPED,WEST
255,92,2024-03-28 09:42:31,DELIVERED,EAST
256,353,2025-04-06 06:40:20,DELIVERED,SOUTH
257,453,2025-04-29 00:57:26,PLACED,SOUTH
258,383,2024-05-01 03:53:13,CANCELLED,NORTH
259,249,2025-04-27 08:19:28,CANCELLED,EAST
260,,2025-06-22 21:16:49,DELIVERED,WEST
261,,2024-06-11 08:13:12,SHIPPED,CENTRAL
262,265,2025-03-02 06:22:28,DELIVERED,SOUTH
263,19,2024-10-19 12:27:25,DELIVERED,NORTH
264,62,2024-08-08 14:23:46,DELIVERED,EAST
265,9,2024-02-21 17:28:22,SHIPPED,EAST
266,20,2024-08-15 04:30:45,DELIVERED,SOUTH
267,521,05-07-2025,DELIVERED,CENTRAL
268,191,2024-06-03 11:18:08,DELIVERED,NORTH
269,,2025-12-17 08:21:39,DELIVERED,WEST
270,19,2024-09-26 08:26:45,DELIVERED,EAST
271,514,2024-08-02 06:44:37,DELIVERED,WEST
272,31,2025-03-07 00:49:09,SHIPPED,EAST
273,141,2024-03-09 04:37:03,DELIVERED,CENTRAL
274,233,2024-11-20 03:39:26,SHIPPED,EAST
275,338,2024-12-14 21:07:13,SHIPPED,SOUTH
276,208,2025-10-31 23:47:58,DELIVERED,CENTRAL
277,441,2025-12-07 01:01:37,PLACED,CENTRAL
278,326,2024-02-22 16:08:43,RETURNED,NORTH
279,150,18-07-2025,DELIVERED,WEST
280,311,2024-12-10 02:12:07,CANCELLED,EAST
281,193,2024-03-23 22:21:49,PLACED,CENTRAL
282,237,2025-04-08 04:58:08,DELIVERED,EAST
283,489,2024-04-14 03:33:21,DELIVERED,EAST
284,397,2025-01-16 17:12:35,SHIPPED,SOUTH
285,,2025-08-16 20:02:13,RETURNED,WEST
286,208,2025-08-11 13:58:46,SHIPPED,WEST
287,502,2025-06-18 06:41:24,DELIVERED,SOUTH
288,43,2025-04-17 04:38:08,DELIVERED,EAST
289,550,2025-02-11 23:00:24,DELIVERED,NORTH
290,463,2024-12-20 21:14:28,PLACED,SOUTH
291,406,25-07-2025,DELIVERED,NORTH
292,451,2024-11-05 04:00:04,DELIVERED,EAST
293,433,2024-08-16 16:22:53,PLACED,CENTRAL
294,475,2025-10-06 14:20:10,PLACED,CENTRAL
295,139,2024-11-01 07:17:40,DELIVERED,SOUTH
296,207,2025-11-16 11:53:43,SHIPPED,SOUTH
297,127,2024-03-11 19:55:40,DELIVERED,EAST
298,394,2025-07-18 13:54:37,DELIVERED,SOUTH
299,390,2024-02-04 02:28:07,RETURNED,CENTRAL
300,154,2024-05-05 22:12:43,SHIPPED,NORTH
301,317,2025-07-21 03:12:05,DELIVERED,SOUTH
302,135,06-06-2024,DELIVERED,NORTH
303,511,2025-02-26 03:35:45,DELIVERED,WEST
304,488,2024-12-18 10:17:54,PLACED,CENTRAL
305,,2025-11-16 04:48:03,DELIVERED,CENTRAL
306,213,2024-02-07 23:54:45,PLACED,EAST
307,,25-10-2025,DELIVERED,CENTRAL
308,90,2024-02-08 02:00:39,RETURNED,SOUTH
309,182,2024-12-19 16:06:44,DELIVERED,NORTH
310,307,2024-09-07 17:50:07,DELIVERED,NORTH
311,67,2024-08-15 10:47:50,PLACED,EAST
312,424,2025-02-11 12:06:51,SHIPPED,NORTH
313,542,2024-03-09 02:16:56,DELIVERED,EAST
314,325,2024-07-20 16:24:50,RETURNED,EAST
315,509,2025-02-07 16:01:05,DELIVERED,SOUTH
316,239,2025-07-04 09:01:13,SHIPPED,NORTH
317,,2025-04-30 19:25:59,DELIVERED,SOUTH
318,425,17-11-2024,DELIVERED,SOUTH
319,,2024-06-05 06:24:00,SHIPPED,NORTH
320,519,2025-03-03 04:37:25,PLACED,EAST
321,30,2025-10-08 06:24:05,DELIVERED,EAST
322,491,2025-12-12 14:31:01,PLACED,SOUTH
323,472,2025-11-23 21:10:20,CANCELLED,WEST
324,424,2025-12-21 15:15:31,CANCELLED,EAST
325,324,2025-03-07 05:15:11,SHIPPED,EAST
326,363,2024-02-21 10:18:01,SHIPPED,NORTH
327,385,2025-05-01 15:00:31,SHIPPED,CENTRAL
328,120,2025-11-02 13:11:40,DELIVERED,EAST
329,279,17-11-2024,CANCELLED,EAST
330,310,2024-06-16 21:08:21,SHIPPED,EAST
331,207,10-12-2025,DELIVERED,WEST
332,158,2024-05-27 17:48:09,DELIVERED,CENTRAL
333,336,2024-04-21 07:12:47,PLACED,CENTRAL
334,136,2024-06-08 08:57:53,DELIVERED,CENTRAL
335,319,25-12-2025,CANCELLED,NORTH
336,48,2024-03-21 01:58:33,DELIVERED,EAST
337,,2025-08-12 03:20:58,CANCELLED,EAST
338,294,2024-08-02 21:07:16,DELIVERED,NORTH
339,162,2024-07-31 12:57:40,RETURNED,CENTRAL
340,212,2025-02-25 09:28:05,DELIVERED,SOUTH
341,291,2025-03-21 21:40:54,PLACED,CENTRAL
342,455,2024-02-09 09:36:16,DELIVERED,NORTH
343,56,2024-03-07 21:23:07,SHIPPED,CENTRAL
344,457,2025-04-23 16:57:02,DELIVERED,SOUTH
345,547,2024-03-02 00:11:46,DELIVERED,WEST
346,96,2025-09-23 08:38:28,DELIVERED,NORTH
347,477,2024-12-31 11:36:39,SHIPPED,CENTRAL
348,373,2024-10-31 12:50:36,RETURNED,EAST
349,333,2024-12-18 01:48:31,PLACED,NORTH
350,473,2025-10-18 22:13:33,DELIVERED,CENTRAL
351,521,2024-03-20 22:47:43,DELIVERED,NORTH
352,73,2025-09-07 11:59:00,DELIVERED,CENTRAL
353,250,2025-03-01 14:30:36,DELIVERED,NORTH
354,442,2025-09-01 04:40:19,DELIVERED,EAST
355,242,2024-05-14 10:32:48,PLACED,CENTRAL
356,118,2025-04-04 22:43:15,DELIVERED,NORTH
357,181,2024-08-27 06:12:07,PLACED,NORTH
358,389,2024-09-11 07:19:55,DELIVERED,NORTH
359,143,2025-11-20 03:45:13,DELIVERED,NORTH
360,153,2024-12-17 20:03:18,DELIVERED,CENTRAL
361,211,2025-06-13 08:23:37,SHIPPED,EAST
362,446,2025-07-11 12:35:53,DELIVERED,NORTH
363,523,2024-11-09 22:47:09,CANCELLED,NORTH
364,55,2024-01-01 15:43:13,CANCELLED,EAST
365,289,03-11-2025,DELIVERED,CENTRAL
366,326,2025-07-06 20:25:21,DELIVERED,CENTRAL
367,178,2025-01-03 20:14:41,DELIVERED,EAST
368,158,2024-08-12 01:29:12,DELIVERED,SOUTH
369,,18-05-2025,DELIVERED,WEST
370,140,2024-03-06 18:14:27,CANCELLED,WEST
371,436,2025-04-29 02:11:37,DELIVERED,CENTRAL
372,394,2024-10-02 23:24:24,DELIVERED,NORTH
373,243,2025-07-07 03:03:55,DELIVERED,CENTRAL
374,35,2024-01-30 09:51:19,DELIVERED,NORTH
375,82,2024-04-20 08:42:09,DELIVERED,EAST
376,81,2025-02-10 12:04:39,PLACED,WEST
377,80,2025-06-15 08:03:50,DELIVERED,EAST
378,352,2025-02-19 13:44:34,DELIVERED,CENTRAL
379,340,2024-11-23 00:18:32,RETURNED,EAST
380,37,2025-06-23 20:41:33,DELIVERED,CENTRAL
381,485,2025-03-25 01:19:51,PLACED,EAST
382,28,2024-08-10 18:37:52,PLACED,NORTH
383,285,2024-07-14 18:34:14,SHIPPED,EAST
384,,2024-03-27 15:25:53,RETURNED,SOUTH
385,379,2025-09-19 11:14:31,DELIVERED,SOUTH
386,541,31-10-2025,RETURNED,SOUTH
387,158,2025-10-12 14:15:38,RETURNED,WEST
388,451,2025-07-17 21:36:14,SHIPPED,EAST
389,271,2025-08-09 19:14:28,PLACED,WEST
390,309,2025-01-04 22:14:46,DELIVERED,CENTRAL
391,400,2025-01-03 14:59:27,DELIVERED,WEST
392,,2025-12-21 04:40:50,DELIVERED,EAST
393,43,2024-03-16 15:00:08,DELIVERED,WEST
394,280,2024-09-17 04:14:42,CANCELLED,EAST
395,401,2024-12-24 03:41:13,DELIVERED,CENTRAL
396,533,2024-09-19 01:42:53,RETURNED,EAST
397,9,07-10-2025,DELIVERED,CENTRAL
398,457,2024-09-30 00:44:27,SHIPPED,SOUTH
399,,26-04-2025,RETURNED,SOUTH
400,125,2025-07-03 23:28:35,PLACED,CENTRAL
401,190,2025-11-26 22:40:51,SHIPPED,EAST
402,78,2025-05-11 03:43:54,RETURNED,WEST
403,332,2024-07-18 21:06:06,PLACED,NORTH
404,341,2024-02-16 15:34:27,CANCELLED,SOUTH
405,504,2025-12-22 06:06:11,DELIVERED,WEST
406,442,2024-06-18 15:01:09,PLACED,WEST
407,106,28-01-2024,DELIVERED,EAST
408,20,2025-11-27 08:12:08,DELIVERED,NORTH
409,400,2024-07-25 22:44:09,DELIVERED,WEST
410,528,2025-07-03 14:43:31,DELIVERED,WEST
411,72,2025-02-23 12:43:44,DELIVERED,WEST
412,549,2025-12-27 06:26:58,DELIVERED,EAST
413,93,2024-10-10 18:43:03,RETURNED,NORTH
414,297,2025-05-18 03:43:43,DELIVERED,WEST
415,307,2025-06-24 12:11:09,PLACED,EAST
416,449,2025-07-25 03:26:10,PLACED,NORTH
417,245,2025-01-14 23:57:20,DELIVERED,EAST
418,461,13-01-2024,PLACED,NORTH
419,217,2025-09-18 21:30:12,DELIVERED,CENTRAL
420,239,19-12-2025,DELIVERED,WEST
421,483,2025-12-05 15:02:23,PLACED,SOUTH
422,,06-05-2025,DELIVERED,NORTH
423,175,2025-10-10 20:05:34,CANCELLED,NORTH
424,226,2024-02-19 00:27:27,DELIVERED,WEST
425,141,2024-09-06 18:52:11,DELIVERED,NORTH
426,344,2024-02-19 02:32:29,PLACED,WEST
427,379,2025-03-05 20:16:04,SHIPPED,CENTRAL
428,,2024-03-18 15:32:08,DELIVERED,WEST
429,17,2025-11-14 05:26:04,PLACED,SOUTH
430,291,2024-11-19 06:56:41,DELIVERED,WEST
431,212,2024-04-21 03:21:03,DELIVERED,WEST
432,179,2025-04-19 05:15:10,DELIVERED,WEST
433,91,2025-05-02 03:41:59,DELIVERED,WEST
434,,2024-07-02 00:37:46,RETURNED,NORTH
435,520,2024-06-19 07:36:12,DELIVERED,SOUTH
436,199,2024-03-28 12:29:27,DELIVERED,WEST
437,164,2025-06-04 12:21:50,PLACED,EAST
438,446,2024-07-14 06:05:45,CANCELLED,WEST
439,,29-07-2025,DELIVERED,SOUTH
440,497,2025-02-03 22:30:03,CANCELLED,WEST
441,334,2024-11-21 11:57:41,DELIVERED,EAST
442,113,2024-09-10 07:32:43,SHIPPED,WEST
443,385,2025-11-23 08:15:02,DELIVERED,WEST
444,447,2024-04-22 13:54:04,DELIVERED,SOUTH
445,140,2024-12-21 12:53:44,DELIVERED,EAST
446,131,2024-01-25 22:17:11,PLACED,SOUTH
447,477,2024-12-22 04:31:50,DELIVERED,SOUTH
448,161,2025-09-05 06:13:19,RETURNED,SOUTH
449,236,2024-03-08 03:59:54,DELIVERED,SOUTH
450,474,04-08-2024,DELIVERED,SOUTH
451,445,2025-03-26 02:02:54,RETURNED,SOUTH
452,6,2024-11-20 11:49:54,PLACED,WEST
453,517,2024-01-27 02:43:57,DELIVERED,NORTH
454,247,2024-03-05 12:56:17,PLACED,WEST
455,136,2024-10-05 09:09:58,DELIVERED,NORTH
456,,2025-06-03 15:43:39,DELIVERED,CENTRAL
457,25,2024-12-19 06:50:49,PLACED,WEST
458,380,2025-05-01 20:36:11,DELIVERED,NORTH
459,341,16-02-2025,DELIVERED,EAST
460,213,2025-09-03 19:38:24,DELIVERED,EAST
461,57,2025-02-03 19:23:00,DELIVERED,NORTH
462,375,2024-12-27 10:48:22,DELIVERED,SOUTH
463,69,2025-03-11 13:17:26,SHIPPED,EAST
464,117,2025-05-19 02:57:09,RETURNED,CENTRAL
465,215,2025-08-08 00:10:17,SHIPPED,EAST
466,516,2025-06-12 08:20:43,PLACED,EAST
467,498,2025-01-24 11:42:26,PLACED,CENTRAL
468,546,2025-11-29 14:59:08,DELIVERED,NORTH
469,469,08-03-2024,CANCELLED,EAST
470,79,2024-03-25 22:42:35,PLACED,SOUTH
471,210,2025-02-08 10:19:15,PLACED,WEST
472,136,2025-01-03 02:13:40,DELIVERED,NORTH
473,65,2024-01-18 02:47:32,SHIPPED,CENTRAL
474,422,2025-03-25 11:50:08,DELIVERED,EAST
475,543,2025-10-15 22:18:00,DELIVERED,CENTRAL
476,314,2024-05-13 09:24:43,SHIPPED,EAST
477,49,2024-04-25 05:13:37,DELIVERED,SOUTH
478,165,2025-07-06 21:08:26,SHIPPED,SOUTH
479,158,2024-05-05 06:00:20,PLACED,EAST
480,452,2024-07-21 06:20:31,SHIPPED,NORTH
481,353,2024-04-24 21:52:48,DELIVERED,SOUTH
482,125,15-12-2025,RETURNED,SOUTH
483,328,01-05-2024,DELIVERED,CENTRAL
484,303,2025-01-03 02:20:06,RETURNED,CENTRAL
485,453,2024-09-20 01:32:07,DELIVERED,NORTH
486,120,27-08-2024,DELIVERED,SOUTH
487,95,10-09-2024,DELIVERED,CENTRAL
488,285,01-06-2024,DELIVERED,WEST
489,90,2025-02-01 12:24:39,DELIVERED,CENTRAL
490,58,2025-12-06 14:40:42,DELIVERED,WEST
491,382,2024-01-10 11:15:10,DELIVERED,WEST
492,90,2024-06-16 12:50:56,DELIVERED,WEST
493,296,2024-05-07 05:16:23,RETURNED,WEST
494,425,2024-04-18 09:43:48,DELIVERED,SOUTH
495,487,2025-11-04 19:51:12,DELIVERED,CENTRAL
