item_id,order_id,product_id,quantity,unit_price,discount_percent
100,308,49,1,859.89,29.8
101,1158,65,5,661.89,3.6
102,1081,103,4,594.98,9.5
103,400,108,2,299.17,29.3
104,473,59,1,625.3,28.7
105,840,47,5,457.55,19.6
106,472,58,2,514.56,3.8
107,1102,32,4,608.32,18.2
108,588,44,1,370.61,4.5
109,1013,81,2,810.39,0.5
110,248,54,5,641.69,3.0
111,70,107,2,890.99,86.7
112,795,116,2,365.07,21.4
113,244,44,3,534.37,29.8
114,93,10,3,855.18,18.9
115,893,38,2,661.43,17.7
116,1044,11,1,536.23,19.5
117,777,42,5,651.67,77.3
118,476,39,1,509.9,17.4
119,874,37,3,682.78,1.3
120,432,56,5,792.23,10.4
121,340,16,4,397.83,8.7
122,532,78,2,601.46,20.7
123,1042,97,5,812.77,16.2
124,400,1,1,335.74,94.8
125,874,94,2,748.78,11.0
126,246,57,4,240.44,29.8
127,239,46,2,655.99,15.2
128,566,59,5,606.51,68.8
129,79,56,5,289.19,19.8
130,73,82,2,127.5,28.3
131,401,34,4,733.41,8.5
132,407,82,5,772.16,0.1
133,138,63,2,640.44,68.8
134,779,81,3,438.39,5.4
135,615,108,3,602.84,18.9
136,732,70,1,200.94,26.9
137,589,54,3,226.42,5.3
138,654,85,4,635.81,14.5
139,1002,77,2,30.92,21.5
140,838,8,3,239.14,11.7
141,906,55,1,245.14,10.2
142,94,40,2,517.39,20.6
143,226,79,2,546.44,72.2
144,777,12,3,821.44,16.6
145,101,67,5,182.6,53.6
146,470,38,3,301.69,73.3
147,28,5,5,96.76,14.5
148,322,37,2,570.24,1.0
149,254,105,4,122.42,8.1
150,174,10,4,23.04,16.3
151,311,13,4,178.88,9.4
152,663,55,1,275.43,3.0
153,1181,61,4,88.29,16.8
154,990,37,5,458.4,29.8
155,807,48,1,409.78,0.7
156,476,58,5,102.51,4.3
157,172,13,2,779.02,7.5
158,290,52,4,473.45,22.8
159,121,99,4,283.75,4.5
160,659,89,4,784.93,20.9
161,1152,102,4,285.15,9.7
162,990,66,1,829.5,2.3
163,261,97,-3,674.59,43.8
164,233,5,4,157.8,14.6
165,1121,54,3,110.24,21.6
166,556,67,3,509.61,29.0
167,419,103,3,469.84,46.3
168,677,119,2,151.99,14.2
169,651,54,4,65.01,9.4
170,385,26,5,415.44,62.5
171,321,9,5,795.59,0.4
172,395,36,4,528.1,18.7
173,826,120,5,579.23,59.3
174,211,94,2,240.33,79.7
175,785,43,5,546.27,22.1
176,970,27,2,890.23,80.3
177,301,19,1,294.39,1.6
178,1048,104,4,297.74,3.5
179,1148,51,4,637.09,25.2
180,650,68,5,758.76,28.4
181,569,92,4,506.63,23.7
182,247,72,3,164.32,25.7
183,709,94,5,506.02,28.2
184,784,48,1,180.27,5.8
185,636,43,3,824.65,0.4
186,560,5,4,361.47,21.1
187,562,81,5,741.88,27.8
188,931,63,5,727.65,2.9
189,314,91,2,79.13,3.6
190,909,82,3,92.24,29.5
191,398,84,1,302.74,27.0
192,347,116,3,467.12,12.1
193,126,9,5,137.02,17.3
194,92,36,5,371.28,25.3
195,7,40,3,110.35,25.1
196,177,73,1,109.05,73.0
197,381,41,1,691.22,6.5
198,768,59,2,280.47,28.3
199,392,96,2,282.89,8.6
200,572,18,4,207.23,88.4
201,363,38,4,241.77,17.4
202,715,99,4,747.4,5.1
203,1199,50,5,193.54,10.4
204,592,27,5,498.69,8.1
205,1052,99,2,423.58,11.5
206,382,61,5,294.08,19.7
207,70,42,3,783.05,42.1
208,686,44,1,172.46,4.9
209,1120,24,4,729.25,17.3
210,891,94,2,231.05,10.1
211,822,39,2,688.04,15.2
212,863,55,5,363.67,51.2
213,616,114,5,182.62,22.6
214,267,85,1,873.44,23.0
215,709,59,4,5.75,88.3
216,618,40,2,772.7,21.7
217,316,88,3,9.43,10.0
218,1127,88,2,821.99,24.9
219,498,98,4,120.01,4.0
220,670,115,4,539.26,10.4
221,56,29,2,692.22,10.2
222,4,79,4,823.55,4.1
223,385,6,4,88.1,5.4
224,309,37,4,36.17,12.7
225,335,51,1,421.11,68.6
226,208,84,1,148.99,50.7
227,932,2,4,383.1,42.5
228,238,78,4,454.35,21.4
229,1096,47,2,882.76,11.5
230,164,20,-3,533.19,81.3
231,932,56,3,40.66,13.8
232,103,114,3,230.83,8.9
233,49,70,3,324.41,32.5
234,73,77,1,480.49,5.3
235,1096,13,2,571.46,8.2
236,939,89,5,514.32,32.7
237,79,19,1,346.81,2.4
238,619,55,2,855.57,65.3
239,163,108,1,715.31,29.8
240,1053,70,2,626.36,57.3
241,441,98,3,673.45,8.3
242,94,78,2,612.0,40.7
243,39,101,2,250.92,23.7
244,652,13,1,639.56,61.1
245,944,76,5,299.23,27.9
246,26,44,3,741.25,85.4
247,1022,27,2,607.32,3.2
248,1171,11,5,886.53,74.8
249,1085,48,3,409.09,4.7
250,1198,22,5,391.22,0.7
251,582,72,2,340.88,11.4
252,253,13,2,892.96,5.4
253,326,99,4,497.31,6.5
254,572,41,1,599.49,19.0
255,651,65,4,206.46,22.7
256,587,106,2,831.9,28.8
257,1091,107,4,592.29,2.9
258,1189,84,4,372.21,18.6
259,284,79,1,541.61,28.4
260,666,79,5,564.82,28.6
261,47,96,4,499.09,25.5
262,331,59,2,161.81,27.6
263,661,17,1,190.27,7.4
264,909,31,4,452.69,60.4
265,679,112,2,224.15,2.1
266,67,88,5,896.0,2.1
267,855,34,5,113.28,19.4
268,1094,92,-2,745.84,81.2
269,82,47,5,568.2,23.6
270,213,19,5,679.45,16.9
271,846,85,2,717.02,9.7
272,152,59,4,678.49,10.3
273,911,43,3,513.57,22.8
274,304,67,2,792.75,21.4
275,629,92,3,430.38,8.8
276,264,19,4,235.29,85.1
277,1195,39,1,237.18,22.4
278,1059,52,2,875.3,17.6
279,1027,41,4,779.54,5.1
280,1076,62,4,17.74,10.3
281,634,27,3,549.73,3.6
282,404,46,5,821.87,25.2
283,1074,115,2,330.39,62.6
284,675,65,5,865.68,16.1
285,163,103,5,473.04,79.7
286,375,89,2,209.36,5.3
287,545,71,2,661.34,27.2
288,272,67,2,208.69,17.4
289,951,13,1,290.38,5.9
290,239,57,2,94.39,17.9
291,615,73,-2,775.72,88.7
292,399,76,5,681.21,7.6
293,834,77,2,299.13,8.5
294,614,34,2,310.32,15.1
295,902,15,2,441.38,29.2
296,964,64,1,685.59,2.8
297,908,44,5,741.19,10.9
298,475,28,3,291.41,3.1
299,615,119,5,606.34,5.8
300,812,101,2,551.06,95.7
301,971,84,4,702.88,93.3
302,967,120,3,336.86,21.8
303,646,58,5,357.22,22.9
304,828,8,3,582.98,45.7
305,562,3,2,191.71,8.8
306,765,4,4,296.49,6.0
307,441,80,3,100.62,32.5
308,983,93,1,704.2,28.8
309,998,32,5,529.57,5.6
310,702,36,4,831.63,13.4
311,152,42,4,742.76,17.7
312,1176,26,4,224.48,22.9
313,534,72,3,622.17,77.0
314,643,110,4,673.81,32.1
315,467,59,2,611.51,7.7
316,48,18,4,387.46,23.9
317,1083,8,5,339.26,29.9
318,1033,112,5,445.35,19.0
319,155,73,5,703.63,24.0
320,180,74,5,586.91,7.3
321,883,105,4,800.97,4.6
322,677,10,5,309.13,20.8
323,886,114,-3,267.96,11.7
324,18,29,2,236.67,67.5
325,669,69,2,694.09,10.6
326,1182,20,2,189.5,2.6
327,81,100,3,859.42,9.5
328,472,85,3,151.14,7.0
329,445,99,2,790.49,3.7
330,769,4,2,345.47,12.0
331,422,99,1,88.1,91.3
332,1058,16,2,112.72,18.1
333,649,54,1,720.81,7.7
334,230,59,-2,724.05,25.7
335,727,47,1,393.56,9.0
336,173,84,4,788.97,96.4
337,663,6,2,163.74,51.9
338,288,89,1,59.76,26.0
339,601,48,2,380.22,51.9
340,311,95,2,331.74,23.6
341,62,64,4,564.65,8.0
342,658,4,3,30.5,22.0
343,296,117,5,342.45,15.8
344,324,13,-1,87.45,3.4
345,975,60,5,399.17,24.3
346,2,40,3,119.74,11.0
347,198,62,5,180.68,13.0
348,293,29,1,646.95,61.5
349,512,29,3,299.12,20.1
350,1065,67,3,685.1,42.2
351,298,75,1,674.4,19.0
352,406,24,-3,35.53,4.9
353,661,2,4,772.62,87.0
354,1183,52,2,410.61,44.0
355,573,84,3,306.84,7.7
356,999,99,1,602.87,15.6
357,130,101,1,868.45,22.7
358,937,107,5,642.86,34.8
359,927,56,1,869.83,5.5
360,1047,25,2,699.44,74.5
361,1077,77,5,774.63,24.0
362,743,70,5,154.24,68.0
363,464,108,2,489.04,12.7
364,415,36,4,270.36,29.2
365,976,60,3,5.32,55.6
366,639,27,5,536.62,75.5
367,288,19,2,689.31,28.5
368,497,51,4,354.94,83.4
369,145,29,3,130.69,21.8
370,1200,87,4,132.46,32.7
371,241,67,1,695.63,7.0
372,898,39,5,669.91,2.1
373,700,113,1,346.44,3.4
374,956,55,4,683.82,10.3
375,743,31,4,753.85,12.7
376,216,111,3,814.73,9.9
377,515,46,1,643.22,17.6
378,454,76,3,98.05,21.3
379,1149,78,4,547.93,20.0
380,87,78,1,520.18,76.4
381,739,75,5,382.54,22.3
382,712,83,4,518.14,28.2
383,885,86,2,512.4,94.6
384,203,38,1,657.51,7.6
385,705,46,2,252.59,9.7
386,539,99,2,504.84,19.4
387,822,97,2,761.02,10.0
388,1103,95,2,288.3,27.4
389,186,82,5,449.99,38.3
390,543,110,3,306.62,10.8
391,327,22,1,174.86,15.2
392,1148,38,5,164.23,2.3
393,192,12,4,767.73,34.0
394,725,51,4,97.75,24.4
395,602,79,1,294.83,82.6
396,504,71,3,28.59,69.5
397,449,32,4,584.87,1.2
398,500,3,4,754.95,16.5
399,1164,25,5,524.9,26.7
400,793,96,3,724.07,37.0
401,481,41,1,862.49,86.0
402,506,102,2,91.48,29.6
403,975,69,5,208.9,21.1
404,1135,106,4,245.87,13.8
405,897,64,1,858.08,56.0
406,1145,84,3,431.58,1.9
407,726,9,3,514.93,21.8
408,1006,56,2,887.65,45.2
409,1103,90,3,213.15,15.2
410,834,19,5,286.44,61.0
411,734,76,1,554.4,21.9
412,399,32,2,752.99,92.9
413,245,43,4,518.73,11.6
414,835,49,2,763.3,31.1
415,364,91,3,452.22,40.1
416,465,45,1,309.05,15.7
417,42,113,5,57.94,5.1
418,1084,2,-2,279.11,17.0
419,768,110,2,173.69,5.5
420,448,45,2,541.75,26.7
421,364,65,4,32.16,53.8
422,247,104,3,101.46,17.7
423,343,116,2,545.14,27.6
424,932,119,4,706.74,20.1
425,135,44,2,219.31,5.7
426,828,6,4,730.76,21.2
427,203,109,3,821.12,21.1
428,1069,51,2,257.89,76.4
429,600,81,4,342.47,14.7
430,659,72,4,278.78,23.1
431,113,68,2,852.37,17.6
432,1170,70,3,666.64,1.4
433,621,50,5,51.93,26.2
434,1042,68,5,336.89,27.3
435,203,59,2,642.61,20.4
436,424,74,1,45.48,27.0
437,239,119,2,595.34,9.9
438,363,50,3,826.24,4.7
439,505,80,4,613.95,27.1
440,635,27,3,371.24,82.4
441,773,36,2,735.97,18.0
442,810,6,4,120.35,2.1
443,235,15,4,64.52,5.0
444,526,88,4,259.9,85.6
445,536,14,4,741.48,28.5
446,1137,109,2,468.81,47.9
447,229,30,4,170.11,24.2
448,496,56,4,665.82,23.1
449,1032,99,2,653.79,1.4
450,313,44,3,830.05,6.0
451,116,51,3,457.51,62.7
452,688,85,1,784.85,24.6
453,1083,37,2,494.68,3.3
454,134,53,1,558.63,93.3
455,759,5,1,617.46,0.3
456,120,105,5,112.08,62.8
457,1155,70,4,843.8,8.5
458,793,58,2,616.18,10.4
459,932,62,2,411.53,6.7
460,588,82,4,899.23,11.0
461,43,56,2,43.09,26.4
462,465,52,3,191.25,26.5
463,944,94,4,419.85,20.0
464,273,93,2,199.18,19.5
465,745,116,4,340.46,11.8
466,964,14,4,273.79,23.2
467,845,7,3,498.77,38.4
468,1060,56,4,26.33,56.7
469,353,35,5,693.47,17.3
470,406,20,4,224.9,22.9
471,997,41,5,479.88,1.1
472,199,101,1,12.76,1.6
473,185,41,3,186.69,21.3
474,136,47,3,527.19,14.3
475,359,38,5,148.03,4.9
476,243,69,4,146.66,14.1
477,576,89,2,878.63,4.4
478,912,13,2,792.81,14.3
479,41,76,3,838.19,5.5
480,41,63,5,312.73,2.6
481,758,9,5,273.59,4.5
482,404,82,1,322.47,14.8
483,856,22,3,176.86,52.0
484,49,63,2,51.55,30.7
485,920,56,3,676.25,13.7
486,165,43,2,785.48,0.3
487,1175,3,2,814.56,1.1
488,554,90,3,723.82,23.5
489,834,91,3,648.61,14.7
490,547,11,1,725.9,25.8
491,233,3,1,222.45,6.5
492,1172,103,1,778.0,1.3
493,699,112,1,144.84,26.1
494,944,81,1,553.25,13.9
495,167,24,1,8.44,7.0
496,103,92,3,564.78,81.8
497,1015,78,4,262.82,26.0
498,126,57,1,76.2,7.9
499,1111,74,1,634.07,18.7
500,659,97,2,358.23,8.9
501,845,65,2,386.74,22.1
502,1087,1,3,256.9,6.2
503,1012,45,1,559.76,2.4
504,914,2,1,289.97,27.4
505,135,73,3,408.45,14.4
506,1024,39,3,493.6,6.8
507,350,6,4,421.13,27.7
508,826,60,4,409.7,75.1
509,860,4,3,346.4,4.5
510,749,2,2,140.18,6.5
511,34,51,3,306.9,39.2
512,622,107,5,253.51,60.7
513,1023,56,2,441.17,10.6
514,218,9,4,549.0,51.9
515,1013,103,4,16.61,4.8
516,637,88,5,114.05,28.2
517,765,104,2,335.76,1.9
518,916,48,2,850.4,27.3
519,641,82,4,709.19,17.3
520,679,90,2,869.1,17.2
521,469,91,2,732.92,56.3
522,40,41,1,348.81,32.2
523,1084,63,3,64.9,5.8
524,566,92,1,429.0,0.3
525,730,106,5,135.78,32.0
526,644,78,2,742.6,28.7
527,247,38,2,473.53,7.4
528,771,55,1,271.87,29.6
529,60,84,4,75.45,27.3
530,303,58,5,145.5,9.4
531,561,59,5,410.73,12.9
532,35,16,3,499.55,9.5
533,769,71,-2,583.46,9.8
534,71,83,5,682.06,51.2
535,271,64,1,130.22,16.3
536,482,12,3,307.65,22.5
537,1009,52,5,377.64,20.8
538,1123,106,2,406.41,91.1
539,535,30,5,26.68,20.9
540,981,6,2,855.22,4.1
541,655,42,4,22.23,14.8
542,850,71,2,532.75,58.3
543,15,45,5,794.07,24.9
544,814,28,1,824.1,8.4
545,1140,48,2,752.17,7.7
546,401,42,4,111.66,2.9
547,1049,99,2,105.86,3.2
548,422,26,3,750.47,26.6
549,622,47,2,512.33,7.6
550,1047,4,2,747.48,6.2
551,796,93,4,543.62,49.2
552,1149,77,2,74.52,0.0
553,64,80,1,852.37,9.1
554,782,94,2,92.02,19.4
555,867,95,1,255.58,8.9
556,72,116,2,240.14,26.6
557,420,16,1,792.86,5.2
558,231,12,4,783.46,16.7
559,554,3,4,61.64,6.5
560,815,87,1,450.19,12.4
561,28,74,1,863.69,21.3
562,982,26,1,605.76,5.6
563,918,104,-3,44.49,25.7
564,1145,90,2,645.43,8.6
565,182,77,4,492.41,27.1
566,1129,70,3,369.27,11.2
567,712,99,4,609.76,28.8
568,178,78,2,302.86,14.0
569,1105,111,1,312.39,29.5
570,298,77,2,766.73,29.3
571,422,106,1,741.98,29.7
572,1115,6,5,8.62,19.9
573,338,95,3,442.82,25.1
574,765,71,5,592.92,17.3
575,836,89,1,207.1,4.7
576,386,92,-3,720.94,27.5
577,628,31,3,743.58,2.9
578,392,4,-2,113.36,77.6
579,147,9,1,382.62,12.1
580,615,44,2,276.89,27.6
581,86,87,1,452.5,7.7
582,970,111,5,693.96,17.6
583,719,88,1,345.07,22.8
584,178,61,1,79.25,21.5
585,193,59,3,221.03,1.0
586,635,71,4,198.82,0.3
587,263,76,1,842.31,15.1
588,949,36,4,722.17,21.7
589,519,75,5,444.53,8.8
590,334,6,3,386.92,29.1
591,158,26,2,10.09,24.2
592,362,99,3,168.5,20.5
593,1011,30,1,95.88,74.0
594,1153,4,3,715.93,21.3
595,755,82,4,428.92,55.7
596,865,9,3,790.61,14.2
597,1039,118,2,113.3,57.0
598,403,58,5,339.12,6.7
599,380,75,5,40.58,30.0
600,801,2,5,710.34,66.6
601,1200,68,-1,290.98,48.0
602,438,25,4,433.47,38.8
603,1109,110,2,602.04,4.4
604,140,62,1,511.71,75.3
605,741,29,4,58.41,26.1
606,809,4,3,354.74,26.0
607,261,62,5,800.43,22.7
608,323,31,3,449.93,60.0
609,855,9,2,696.76,27.7
610,576,60,3,276.63,9.8
611,632,110,5,441.57,25.2
612,1148,119,5,596.6,14.1
613,187,89,3,481.8,1.9
614,550,120,3,537.02,92.7
615,664,117,2,316.92,24.8
616,1061,87,3,540.0,5.7
617,286,103,3,175.02,21.4
618,1133,42,4,525.67,72.5
619,597,82,5,712.0,5.5
620,1018,48,4,646.75,13.8
621,700,19,1,231.02,24.4
622,806,1,3,835.39,29.7
623,1196,106,5,381.34,98.2
624,1003,77,4,351.26,18.1
625,741,98,1,41.73,10.7
626,1097,35,1,833.54,6.1
627,1161,8,-2,879.27,8.5
628,493,30,5,515.7,55.3
629,485,20,-3,288.46,80.6
630,785,27,1,859.25,74.0
631,553,104,1,225.34,7.3
632,340,115,2,255.13,67.1
633,892,75,4,404.32,84.7
634,837,92,2,666.55,18.5
635,779,3,3,188.59,13.1
636,1074,44,4,459.27,13.3
637,421,48,1,542.85,11.3
638,828,27,3,367.57,29.1
639,473,49,4,864.79,16.9
640,133,58,1,353.04,11.4
641,1006,56,4,85.07,22.9
642,751,117,4,146.5,58.5
643,1060,77,2,762.08,10.9
644,469,12,2,87.68,1.5
645,163,68,4,138.38,43.6
646,381,30,2,470.85,9.2
647,107,74,2,262.98,12.7
648,344,31,-1,544.36,77.3
649,552,105,5,116.1,22.8
650,367,20,2,224.85,85.5
651,558,66,5,456.54,13.5
652,100,61,2,221.52,11.0
653,572,60,2,640.64,4.9
654,87,9,2,5.51,24.0
655,809,71,4,800.47,19.4
656,1065,46,5,647.93,22.5
657,1073,120,5,772.84,3.6
658,151,77,3,108.4,11.5
659,614,48,-2,182.84,43.6
660,302,58,2,585.92,7.3
661,34,116,4,231.36,21.4
662,761,113,2,377.14,94.8
663,208,38,3,421.26,19.6
664,888,10,3,739.88,1.2
665,982,9,2,282.76,0.3
666,208,19,5,246.3,21.9
667,1068,48,-2,303.97,10.4
668,669,37,5,529.13,22.8
669,888,98,5,657.15,2.0
670,315,120,3,596.25,21.7
671,548,19,2,88.4,11.8
672,86,6,2,179.07,12.5
673,311,55,3,891.43,99.1
674,335,110,4,709.38,91.5
675,340,119,1,76.57,27.0
676,763,109,3,521.45,27.0
677,678,81,5,144.26,21.5
678,1066,88,5,701.58,81.5
679,889,62,5,274.01,29.7
680,106,76,3,100.31,22.4
681,449,113,4,815.13,20.9
682,1036,47,4,380.27,2.4
683,333,80,1,698.59,1.7
684,832,105,4,428.49,93.8
685,243,40,4,835.41,6.4
686,881,109,2,551.46,15.9
687,670,76,1,95.09,73.7
688,308,70,1,841.26,20.9
689,312,7,-1,34.25,84.4
690,732,86,1,152.87,3.0
691,1194,11,5,5.19,23.7
692,801,106,1,244.26,83.7
693,147,107,2,63.12,7.8
694,1055,13,2,621.68,85.2
695,334,89,4,326.08,8.8
696,822,54,2,715.86,20.0
697,432,31,2,37.93,87.5
698,303,14,2,138.65,77.0
699,656,75,4,394.62,64.4
700,1131,94,2,806.55,10.9
701,801,25,1,33.08,7.6
702,383,105,4,706.43,13.5
703,670,96,4,594.27,22.5
704,377,1,2,859.09,14.6
705,686,19,2,219.82,28.7
706,415,93,1,694.92,21.3
707,764,44,-2,695.55,6.1
708,303,43,5,249.73,15.9
709,403,56,1,412.18,16.4
710,1104,97,3,302.68,18.8
711,129,61,4,836.5,18.3
712,473,119,5,204.5,89.2
713,80,105,5,232.46,53.1
714,84,29,4,218.89,4.8
715,156,103,5,733.91,12.5
716,1028,112,3,693.17,14.9
717,1189,28,5,262.36,23.5
718,797,72,2,492.83,68.5
719,164,43,4,23.52,74.9
720,529,22,3,376.94,6.1
721,336,47,3,282.0,16.5
722,141,10,1,768.46,24.0
723,554,23,4,307.09,25.1
724,1095,60,4,602.86,8.3
725,189,46,2,493.05,1.8
726,177,9,3,148.5,16.0
727,981,119,3,31.66,23.8
728,886,14,4,195.06,63.7
729,138,96,4,503.92,9.7
730,756,26,1,410.35,35.5
731,763,84,1,872.78,2.6
732,197,77,1,535.63,16.6
733,1130,93,1,564.33,83.5
734,650,32,4,267.64,1.6
735,615,86,2,627.84,30.0
736,575,44,1,877.74,14.9
737,615,53,-2,298.34,26.1
738,1076,78,1,329.47,26.4
739,684,41,2,520.89,2.4
740,101,36,5,680.58,2.4
741,1125,120,5,271.0,8.9
742,827,97,3,827.36,19.7
743,552,95,1,89.41,0.1
744,977,6,3,368.36,15.9
745,1150,115,1,303.99,91.8
746,213,81,4,200.48,5.1
747,1044,31,1,614.86,17.3
748,385,64,1,389.6,11.7
749,1081,38,4,876.48,17.3
750,552,32,1,637.68,60.5
751,3,15,2,673.37,17.3
752,1189,16,2,123.54,99.8
753,96,94,4,124.0,95.9
754,1177,1,1,747.82,10.7
755,423,58,1,782.58,12.3
756,1063,88,2,772.69,38.9
757,386,112,2,443.47,13.1
758,517,1,2,59.96,1.8
759,940,68,4,103.82,28.3
760,363,55,4,708.2,17.6
761,713,39,4,184.83,25.2
762,800,35,2,397.13,78.1
763,996,50,5,461.18,3.3
764,760,67,1,248.27,24.0
765,827,3,1,220.9,81.0
766,1139,110,5,830.04,29.3
767,7,20,3,692.8,12.6
768,699,1,2,102.08,22.9
769,515,90,5,183.52,25.3
770,1158,73,4,427.31,24.5
771,94,110,4,684.24,14.8
772,883,72,-1,97.36,6.9
773,90,27,5,896.38,68.1
774,1124,57,2,665.53,9.7
775,526,2,4,112.65,58.9
776,922,115,3,831.59,2.8
777,513,102,2,44.53,16.2
778,14,119,2,717.17,3.0
779,1032,75,5,253.51,10.5
780,731,97,2,29.07,62.7
781,44,86,2,740.97,4.5
782,368,26,2,123.7,19.8
783,463,80,1,654.54,11.0
784,614,107,2,620.69,4.8
785,775,1,1,482.06,26.8
786,223,11,2,70.53,13.0
787,341,35,5,796.03,27.0
788,1200,43,2,746.75,19.8
789,442,58,5,753.84,9.5
790,439,119,1,180.66,77.3
791,953,119,5,108.24,27.0
792,471,95,1,506.26,19.5
793,277,7,5,788.84,7.2
794,104,66,5,796.56,55.2
795,695,68,3,238.72,24.8
796,91,55,2,130.04,21.0
797,184,67,4,68.93,16.4
798,660,59,3,893.51,1.0
799,24,100,-3,623.34,21.7
800,172,42,5,77.55,14.4
801,202,57,5,584.56,63.1
802,53,93,3,285.0,23.8
803,1033,83,3,238.42,81.3
804,1181,70,4,472.39,4.5
805,592,65,1,286.13,15.2
806,958,4,1,7.5,24.6
807,708,82,3,652.89,15.0
808,774,73,4,138.6,22.8
809,659,48,3,282.56,57.7
810,86,71,4,52.47,41.0
811,1144,59,1,696.27,28.6
812,1077,24,1,244.69,12.2
813,803,33,1,801.73,22.2
814,536,81,2,494.99,26.4
815,510,67,2,477.85,26.8
816,318,87,4,559.07,17.1
817,1171,83,3,369.84,24.3
818,860,97,3,651.41,12.9
819,214,40,3,78.54,24.7
820,598,81,3,851.8,8.7
821,87,24,2,650.41,16.3
822,383,38,1,603.45,9.2
823,574,111,5,864.17,27.5
824,47,99,1,334.69,15.0
825,366,107,3,654.32,61.0
826,127,87,1,264.28,29.8
827,597,31,2,192.0,10.7
828,1078,33,1,358.27,14.1
829,210,12,5,412.0,26.4
830,254,70,2,220.78,67.9
831,1009,28,3,899.5,40.7
832,72,93,1,826.73,15.1
833,671,50,5,773.25,21.6
834,1075,115,-1,191.79,81.1
835,219,43,1,497.02,15.7
836,27,32,3,427.68,7.9
837,581,106,1,864.53,27.5
838,438,51,3,124.86,31.1
839,146,104,5,577.16,3.3
840,599,29,5,432.23,17.6
841,835,25,2,847.73,15.2
842,151,31,3,307.24,25.5
843,75,90,3,121.4,28.2
844,88,107,1,701.33,14.8
845,810,55,1,469.81,74.6
846,874,100,1,849.74,1.7
847,417,47,5,84.1,0.8
848,316,88,3,846.58,95.3
849,448,33,3,51.59,16.5
850,894,74,4,384.9,27.1
851,432,68,3,675.95,24.2
852,1136,1,4,703.32,7.1
853,1127,95,2,369.67,64.5
854,255,7,3,409.12,18.2
855,98,65,5,524.86,28.9
856,1176,24,4,892.75,5.0
857,1174,80,4,691.13,11.3
858,608,107,5,684.75,20.3
859,935,12,3,134.94,17.4
860,1165,32,5,97.13,50.0
